刘烈宏拜会湖南省、长沙市领导，携手共进“智造”新时代 | 要闻 http://mp.weixin.qq.com/s?__biz=MjM5MzY5NjkwOA==&mid=2649890511&idx=1&sn=b0bc6ab76a7ea7e91e12f6cf76f0ebae&chksm=be95a32c89e22a3a9d62228062aca9c70cbdf9aca016df2801a80860b56a7e9abd8e134dce59#rd	[2017/12/14]
共探发展，共享成果 中国电科承办空管学术思想盛会	http://mp.weixin.qq.com/s/56H0dZ_oEkhXYCq52thS5Q	[2017/12/25]
建言2018 | 让您的声音“直通”“直达”	http://mp.weixin.qq.com/s/u_GZ-ccHQPFuQN8aT88D0g	[2017/12/21]
写好“三字经”领悟新时代 中国电科29所深入学习宣贯党的十九大精神 | 十九大·在电科	http://mp.weixin.qq.com/s/VpH4_rj2frbCRMEiznwIfQ	[2017/12/21]
沉痛悼念 | 今天 德高望重的童志鹏院士，走了	http://mp.weixin.qq.com/s/c-9xBR0OPrUJKp7z4aVCdA	[2017/12/19]
强财务管理、拓国际市场，张登洲调研西安片区成员单位	https://mp.weixin.qq.com/s/8mdjYeBMgsCoj4wDNJdVWw	[2017/12/19]
38所：层层压实，推动十九大精神在企业落地生根 | 十九大·在电科	http://mp.weixin.qq.com/s/DqUaHjTfEOFao-xvFC4Iuw	[2017/12/19]
会“变装”、保安全，拟态超融合服务器铸就信息“安全盾” | 电科有方案·系列报道	http://mp.weixin.qq.com/s/b3dl4AYCjxxq0SAO8xeFow	[2017/12/19]
刘烈宏应邀出席福建省与央企先进制造业项目对接座谈会 | 要闻	http://mp.weixin.qq.com/s?__biz=MjM5MzY5NjkwOA==&mid=2649890549&idx=1&sn=c2fbadfc5d01766323c266b39029ea3d&chksm=be95a31689e22a00d05407a8ee5501eb49323330e713d89b6fea0d0de9c2cf4239bac32778fe#rd	[2017/12/16]
中国电科与浙江省政府签署全面战略合作协议，全力推动数字经济发展 | 要闻	http://mp.weixin.qq.com/s?__biz=MjM5MzY5NjkwOA==&mid=2649890538&idx=1&sn=5c5fa9667106c11fe5a41440d50694de&chksm=be95a30989e22a1fac3d82b1f27cf4646b8f0eac7563b59bb24711759feaa9cf9830b65e81e7#rd	[2017/12/15]
彭冈：做好巡察工作，为改革发展保驾护航 | 关注	http://mp.weixin.qq.com/s?__biz=MjM5MzY5NjkwOA==&mid=2649890538&idx=2&sn=0cbede6b6458eb49e8cd7fe563bba065&chksm=be95a30989e22a1f8944757911baf6d4babd058c0795a6ed7965ded4eb72868fd56f3adb9287#rd	[2017/12/15]
中国电科总部党员集体观看《褪色的人生》专题片 | 警钟长鸣 引为镜鉴	http://mp.weixin.qq.com/s?__biz=MjM5MzY5NjkwOA==&mid=2649890538&idx=3&sn=845d5c23f8f02815631ae6ee6297361d&chksm=be95a30989e22a1f2cf6714c8afa77634359ce89be2addb53b2953127421d25aa46ce0da19a4#rd	[2017/12/15]
往深处学，向实处落，28所掀起学习十九大精神的热潮 | 十九大·在电科	http://mp.weixin.qq.com/s?__biz=MjM5MzY5NjkwOA==&mid=2649890538&idx=4&sn=a66843eb18abfc6ef4885ffce984eb45&chksm=be95a30989e22a1f981a2bf84ceca756025b0c8d5b10183073d8e7935d217a043113aa17c941#rd	[2017/12/15]
曾锐：为国产高性能通用飞机插上梦想翅膀 | 十九大·共话·同心圆	http://mp.weixin.qq.com/s?__biz=MjM5MzY5NjkwOA==&mid=2649890538&idx=5&sn=d1c8472ef1d9683ca25c59c0a6207122&chksm=be95a30989e22a1f5e28eb6b328fe8670c63f886e734da674cfa4c2fcf73770c1b2314981e9a#rd	[2017/12/15]
